Date              	Ashokan East Storage	Ashokan East Elevation	Ashokan West Storage	Ashokan West Elevation	Ashokan Release	Schoharie Storage	Schoharie Elevation	Schoharie Release	Rondout Storage	Rondout Elevation	Rondout Release	Neversink Storage	Neversink Elevation	Neversink North Flow Release	Neversink South Flow Release	Neversink Conservation Flow Release	Pepacton Storage	Pepacton Elevation	Pepacton North Flow Release	PepactonSouth Flow Release	Pepacton Conservation Flow Release	Cannonsville Storage	Cannonsville Elevation	Cannonsville Release
07/04/2018	77.67	586.58	38.17	583.21	17	16.44	1125.50	141.5	48.35	838.31	14.76	33.57	33.57	0	78	0	131.77	1273.88	0	103.1	0	84.52	1143.31	312.3
07/03/2018	77.7	586.58	38.58	583.64	17	16.54	1125.50	138.6	48.37	838.34	14.76	33.6	33.6	0	78	0	132.43	1274.25	0	103.2	0	84.79	1143.50	397.5
07/02/2018	77.71	586.6	38.98	584.07	16	16.64	1125.50	138.5	48.45	838.45	14.75	33.68	33.68	0	78	0	132.82	1274.47	0	103.3	0	85.03	1143.67	409.6
07/01/2018	77.73	586.59	39.37	584.48	16	16.76	1126.20	138.7	48.47	838.48	14.77	33.71	33.71	0	73.7	0	133.22	1274.69	0	97.9	0	85.36	1143.90	463.7
06/30/2018	77.72	586.61	39.74	584.88	17	16.85	1126.20	139.9	48.61	838.7	14.77	33.73	33.73	0	64.9	0	133.65	1274.93	0	87.0	0	85.73	1144.16	412.6
06/29/2018	77.75	586.62	40.11	585.27	17	16.93	1126.20	139	48.57	838.64	14.75	33.73	33.73	0	64.9	0	134.06	1275.16	0	87.0	0	85.88	1144.27	264.5
06/28/2018	77.77	586.62	40.48	585.54	18	17	1126.53	139.2	48.53	838.57	14.75	33.71	33.71	0	64.9	0	134.38	1275.34	0	87.0	0	85.85	1144.25	264.4
06/27/2018	77.78	586.54	40.75	585.65	18	17.02	1126.53	140.2	48.43	838.43	14.73	33.56	33.56	0	64.8	0	134.5	1275.41	0	87.1	0	85.71	1144.15	264.5
06/26/2018	77.62	586.55	40.86	585.93	18	17.1	1127.13	138.5	48.31	838.24	14.72	33.49	33.49	0	64.7	0	134.81	1275.57	0	87.1	0	85.87	1144.26	264.7
06/25/2018	77.65	586.57	41.14	586.23	18	17.18	1127.13	138.9	48.32	838.26	14.73	33.53	33.53	0	64.7	0	135.23	1275.82	0	87.2	0	86.21	1144.50	264.8
06/24/2018	77.67	586.53	41.43	586.46	18	17.21	1127.13	140	48.29	838.22	14.71	33.65	33.65	0	64.8	0	135.63	1276.04	0	87.2	0	86.44	1144.66	264.8
06/23/2018	77.62	586.54	41.64	586.72	18	17.15	1127.13	140	48.32	838.26	14.72	33.63	33.63	0	64.8	0	135.93	1276.21	0	87.2	0	86.65	1144.81	265
06/22/2018	77.62	586.55	41.9	587	15	17.22	1127.13	137.8	48.36	838.32	14.71	33.64	33.64	0	64.8	0	136.25	1276.39	0	87.2	0	86.95	1145.02	265.3
06/21/2018	77.67	586.58	42.17	587.27	15	17.3	1127.41	135.8	48.33	838.28	14.7	33.74	33.74	0	64.8	0	136.73	1276.66	0	87.3	0	87.36	1145.29	265.6
06/20/2018	77.68	586.57	42.45	587.56	17	17.44	1127.97	136	48.38	838.35	14.71	33.76	33.76	0	64.8	0	137.18	1276.9	0	87.4	0	87.76	1145.56	265.8
06/19/2018	77.69	586.59	42.72	587.8	17	17.53	1127.97	132.6	48.26	838.17	14.71	33.94	33.94	0	64.9	0	137.65	1277.17	0	87.4	0	88.1	1145.79	265.9
06/18/2018	77.71	586.59	42.96	588	15	17.62	1128.20	133.2	48.25	838.16	14.71	34.05	34.05	0	64.9	0	138.04	1277.39	0	87.4	0	88.46	1146.03	299.4
06/17/2018	77.72	586.6	43.15	588.21	16	17.7	1128.90	133.9	48.28	838.2	14.73	34.04	34.04	0	64.9	0	138.84	1277.84	0	87.1	0	88.82	1146.27	391.8
06/16/2018	77.72	586.61	43.36	588.42	18	17.79	1128.90	132.4	48.31	838.25	14.74	34.05	34.05	0	65	0	139.11	1277.99	0	86.7	0	89.31	1146.60	267.6
06/15/2018	77.74	586.61	43.57	588.64	18	17.87	1128.90	125.9	48.31	838.24	14.71	34.2	34.2	0	65	0	139.18	1278.03	0	86.7	0	89.7	1146.86	267.7
06/14/2018	77.73	586.64	43.77	588.85	18	17.99	1129.17	122.5	48.35	838.3	14.71	34.3	34.3	0	70.8	0	139.42	1278.16	0	90.0	0	90.04	1147.09	297.3
06/13/2018	77.77	586.66	43.97	589.05	18	18.02	1129.25	123.4	48.43	838.43	14.71	34.3	34.3	0	70.8	0	139.7	1278.32	0	90.0	0	90.43	1147.35	297.1
06/12/2018	77.84	586.69	44.17	589.26	16	18.08	1129.85	122	48.5	838.53	14.72	34.28	34.28	0	70.8	0	139.96	1278.45	0	90.1	0	90.76	1147.57	299.4
06/11/2018	77.87	586.7	44.38	589.46	16	18.14	1129.85	118.5	48.56	838.62	14.73	34.38	34.38	0	70.6	0	140.24	1278.6	0	90.1	0	91.14	1147.83	289
06/10/2018	77.9	586.7	44.58	589.65	15	18.18	1129.85	115.8	48.55	838.59	14.73	34.45	34.45	0	70.6	0	140.51	1278.75	0	90.1	0	91.49	1148.06	297.2
06/09/2018	77.91	586.71	44.75	589.83	15	18.23	1129.85	114.3	48.54	838.59	14.71	34.54	34.54	0	70.7	0	140.75	1278.88	0	90.2	0	91.83	1148.29	298.6
06/08/2018	77.92	586.71	44.94	590.02	16	18.26	1129.85	111.4	48.54	838.59	14.72	34.62	34.62	0	70.7	0	141.03	1279.03	0	90.2	0	92.17	1148.52	297
06/07/2018	77.92	586.67	45.12	590.23	16	18.28	1129.85	13.1	48.52	838.56	14.7	34.7	34.7	0	8.8	0	141.25	1279.15	0	11.2	0	92.49	1148.73	36.9
06/06/2018	77.87	586.78	45.34	590.25	17	18.28	1129.80	102	48.76	838.91	14.72	34.76	34.76	0	70.7	0	141.48	1279.27	0	90.3	0	92.6	1148.81	296.5
06/05/2018	78.02	586.86	45.35	590.27	17	18.28	1129.74	96.7	48.86	839.07	14.72	34.8	34.8	0	70.6	0	141.59	1279.33	0	90.2	0	92.89	1149.00	296.4
06/04/2018	78.18	586.9	45.38	590.33	17	18.23	1129.55	96.3	48.9	839.13	14.72	34.89	34.89	0	70.6	0	141.64	1279.36	0	90.2	0	93.14	1149.17	296.8
06/03/2018	78.24	586.85	45.44	590.4	16	18.18	1129.93	171.6	48.91	839.15	14.73	34.96	34.96	0	70.6	0	141.77	1279.43	0	90.3	0	93.36	1149.32	297.6
06/02/2018	78.14	586.75	45.51	590.32	16	18.16	1129.93	342.5	49.03	839.33	14.74	35.05	35.05	38	70.7	0	141.53	1279.3	0	90.3	0	93.57	1149.46	298.4
06/01/2018	78	586.77	45.44	590.26	16	18.29	1129.93	169.4	49.01	839.3	14.74	35.18	35.18	38	67.6	0	141.48	1279.27	0	87.9	0	93.8	1149.61	282.7
05/31/2018	78.01	586.82	45.42	590.24	16	18.32	1130.18	97	49.03	839.32	14.74	34.98	34.98	0	65.1	0	141.57	1279.32	0	90.4	0	93.92	1149.69	289.3
05/30/2018	80.21	586.94	47.44	590.23	16	19.59	1130.18	94.8	49.31	838.9	14.72	35.31	35.31	0	65.1	0	142.71	1279.44	0	90.3	0	96.54	1149.88	289.6
05/29/2018	80.41	587.04	47.42	590.22	17	19.61	1130.18	89.3	49.17	838.69	14.71	35.24	35.24	0	65.1	0	142.96	1279.58	0	90.4	0	96.85	1150.08	289.9
05/28/2018	80.57	587.1	47.41	590.22	18	19.62	1130.18	30.2	49.22	838.76	14.72	35.3	35.3	0	65.6	0	143.13	1279.67	0	90.8	0	97.06	1150.21	297.1
05/27/2018	80.69	587.14	47.42	590.22	18	19.65	1130.18	0	49.3	838.89	14.72	35.32	35.32	0	78	0	143.26	1279.74	0	103.2	0	97.05	1150.20	414.7
05/26/2018	80.74	587.21	47.42	590.24	16	19.66	1130.18	0	49.26	838.83	14.71	35.49	35.49	0	77.9	0	143.32	1279.77	0	148.4	0	97.06	1150.21	472.4
05/25/2018	80.85	587.25	47.43	590.26	19	19.66	1130.18	0	49.24	838.8	14.71	35.54	35.54	0	77.9	0	143.52	1279.88	0	193.8	0	97.16	1150.27	538.2
05/24/2018	80.95	587.3	47.46	590.3	23	19.66	1130.25	0	49.21	838.75	14.72	35.56	35.56	14.6	77.8	0	143.72	1279.99	0	193.9	0	97.31	1150.36	538.6
05/23/2018	81.01	587.34	47.5	590.33	24	19.66	1130.25	0	49.22	838.76	14.73	35.56	35.56	44.9	78	0	143.87	1280.07	4.7	193.9	0	97.4	1150.42	538.7
05/22/2018	81.07	587.3	47.53	590.36	24	19.67	1130.24	0	49.17	838.68	14.72	35.6	35.6	45.1	77.7	0	143.98	1280.13	65.3	193.9	0	97.4	1150.42	538.7
05/21/2018	81.02	587.27	47.56	590.4	24	19.69	1130.24	0	49.08	838.56	14.72	35.62	35.62	37.3	77.8	0	144.19	1280.24	48.7	194.0	0	97.26	1150.32	538.7
05/20/2018	80.96	587.17	47.61	590.47	24	19.69	1130.24	0	49.07	838.55	14.7	35.68	35.68	0	70.5	0	144.41	1280.36	0	193.9	0	97.27	1150.34	523
05/19/2018	80.78	586.94	47.69	590.3	24	19.72	1130.24	30	49.01	838.46	14.73	35.59	35.59	0	65	0	144.52	1280.42	0	193.8	0	97.19	1150.29	472.1
05/18/2018	80.42	586.96	47.5	590.31	22	19.63	1130.24	58.7	48.85	838.21	14.72	35.14	35.14	0	64.9	0	144.24	1280.27	0	193.9	0	96.89	1150.10	472
05/17/2018	80.43	586.93	47.51	590.33	22	19.66	1130.24	58.4	48.93	838.33	14.72	35.15	35.15	0	64.9	0	144.21	1280.25	0	193.9	0	96.95	1150.14	472.1
05/16/2018	80.4	586.89	47.53	590.37	22	19.65	1130.19	55.2	49.07	838.55	14.66	35.11	35.11	0	64.9	0	144.04	1280.16	0	193.8	0	96.97	1150.15	472.1
05/15/2018	80.33	586.82	47.57	590.3	22	19.68	1130.19	66	48.89	838.29	14.65	35.17	35.17	0	64.9	0	144.21	1280.25	0	193.9	0	96.92	1150.12	496.8
05/14/2018	80.18	586.84	47.49	590.31	22	19.66	1130.23	66.9	48.71	838	14.62	35.15	35.15	0	64.9	0	143.78	1280.02	0	193.8	0	96.85	1150.08	666.4
05/13/2018	80.24	586.91	47.51	590.32	23	19.65	1130.31	57.4	48.77	838.09	14.63	35.22	35.22	0	64.9	0	143.91	1280.09	0	193.9	0	97.03	1150.19	666.5
05/12/2018	80.37	586.98	47.52	590.31	23	19.66	1130.31	48.8	48.91	838.3	14.64	35.12	35.12	0	64.8	0	144	1280.14	0	193.9	0	97.1	1150.23	666.5
05/11/2018	80.48	587.04	47.51	590.31	22	19.65	1130.31	36.7	48.89	838.28	14.63	35.15	35.15	0	64.8	0	144.04	1280.16	0	193.9	0	97.13	1150.25	666.2
05/10/2018	80.57	587.13	47.48	590.26	22	19.68	1130.31	13.9	48.99	838.43	14.65	35.08	35.08	0	64.8	0	144.21	1280.25	23.3	170.5	0	97.21	1150.30	666.5
05/09/2018	80.73	587.22	47.46	590.14	21	19.72	1128.94	0	49.18	838.7	14.65	35.08	35.08	0	64.8	0	144	1280.13	193.8	0.0	0	97.14	1150.26	674.4
05/08/2018	80.88	587.21	47.34	590.18	21	19.69	1128.94	0	49.15	838.66	14.64	35.2	35.2	0	64.9	0	144.11	1280.19	139.6	0.0	0	97.14	1150.25	832.8
05/07/2018	80.85	587.16	47.37	590.2	23	19.17	1126.82	0	49.07	838.55	14.65	35.3	35.3	0	64.9	0	144.13	1280.21	155.2	86.0	0	97.23	1150.31	971
05/06/2018	80.77	587.07	47.4	590.18	23	18.43	1126.67	0	49.01	838.45	14.63	35.37	35.37	0	66	0	144.35	1280.33	174.9	175.0	0	97.31	1150.36	970.4
05/05/2018	80.62	587.02	47.37	590.17	22	18.32	1126.67	0	48.92	838.32	14.63	35.43	35.43	7.5	71	0	144.13	1280.21	174.9	175.0	0	97.31	1150.36	970.7
05/04/2018	80.55	586.93	47.37	590.18	22	18.37	1126.67	0	48.89	838.27	14.65	35.49	35.49	39.8	70.9	0	144.19	1280.24	174.9	174.9	0	97.43	1150.44	971.1
05/03/2018	80.38	586.86	47.37	590.08	20	18.38	1126.30	0	48.88	838.26	14.65	35.54	35.54	40	70.9	0	144.15	1280.23	174.9	174.5	0	97.5	1150.48	971.1
05/02/2018	80.28	586.79	47.26	589.9	39	18.34	1126.30	0	48.87	838.24	14.66	35.59	35.59	39.8	70.9	0	144.02	1280.15	191.5	197.7	0	97.6	1150.54	971.4
05/01/2018	80.14	586.77	47.07	589.62	296	18.19	1126.30	0	49.01	838.45	14.67	35.64	35.64	39.8	70.9	0	144.1	1280.19	224.9	224.9	0	97.79	1150.66	970.2
04/30/2018	80.12	586.75	46.81	589.45	296	18.26	1126.30	0	49.14	838.65	9.93	35.65	35.65	39.9	70.9	0	144.41	1280.36	224.8	224.9	0	97.87	1150.71	964.9
04/29/2018	80.1	586.76	46.65	589.29	311	18.16	1126.30	0	49.22	838.76	9.78	35.65	35.65	35.1	70.9	0	144.3	1280.3	224.9	224.9	0	97.87	1150.71	965.1
04/28/2018	80.12	586.61	46.47	589.01	315	18.23	1126.30	0	49.2	838.73	9.81	35.68	35.68	35.1	70.9	0	144.28	1280.29	225	224.8	0	97.95	1150.76	964.9
04/27/2018	79.87	586.58	46.19	588.69	315	18.22	1126.30	0	49.16	838.67	9.81	35.68	35.68	34.4	70.9	0	144.21	1280.25	224.9	224.7	0	97.95	1150.76	964.7
04/26/2018	79.8	586.53	45.87	588.32	311	18.24	1125.26	0	49.11	838.6	9.8	35.69	35.69	29.8	71	0	143.87	1280.07	224.9	224.7	0	97.79	1150.66	965.3
04/25/2018	79.74	586.41	45.51	587.69	367	18.3	1125.26	0	49.06	838.53	9.79	35.75	35.75	27.4	71	0.8	143.74	1280	224.8	224.6	0	97.55	1150.51	964.5
04/24/2018	79.52	586.4	44.88	587.72	559	17.9	1125.26	0	48.94	838.35	9.79	35.63	35.63	0	70.9	19.9	143.54	1279.87	224.8	224.8	0	97.13	1150.25	964.9
04/23/2018	79.5	586.44	44.91	588.09	604	17.89	1125.43	0	49.11	838.6	9.8	35.6	35.6	1.1	71	5.4	143.61	1279.93	224.8	225.0	0	97.48	1150.46	965.4
04/22/2018	79.57	586.47	45.28	588.44	606	17.97	1126.58	0	49.14	838.65	9.8	35.62	35.62	0	71.1	0	143.87	1280.07	224.8	225.1	0	97.9	1150.73	964
04/21/2018	79.62	586.46	45.63	588.74	607	18.02	1126.58	0	49.15	838.66	9.79	35.62	35.62	0	71.1	0	144.13	1280.21	224.7	225.1	0	98.42	1151.05	923.9
04/20/2018	79.61	586.5	45.92	588.94	607	18.11	1126.58	0	49.14	838.65	9.75	35.61	35.61	0	71.1	0	144.37	1280.34	224.9	225.0	0	99.04	1151.44	324.3
04/19/2018	79.68	586.45	46.1	588.9	601	18.22	1126.58	0	49.02	838.48	9.72	35.63	35.63	0	71.1	0	144.71	1280.52	216.1	177.4	0	99.11	1151.48	128.3
04/18/2018	79.56	586.15	46.08	589.03	425	18.35	1127.34	1.7	48.85	838.21	9.7	35.67	35.67	6.5	71.1	0	145.1	1280.73	167.5	1.1	0.9	98.69	1151.22	417
04/17/2018	79.08	585.64	46.21	588.2	14	18.66	1129.34	10.1	48.64	837.9	9.67	35.73	35.73	44.2	71	0	145.56	1280.98	0	0.0	22.9	98.14	1150.88	835.5
04/16/2018	78.2	585.17	45.39	585.75	14	19.35	1125.20	32.4	48.43	837.59	9.67	35.9	35.9	0	69.2	0	145.45	1280.92	87.1	77.7	1.4	97.4	1150.42	969.4
04/15/2018	77.43	585.05	42.95	585.53	12	18.12	1125.20	0	48.22	837.29	9.68	35.36	35.36	0	48.4	0	143.82	1280.06	64.4	59.7	0	96.65	1149.94	974.8
04/14/2018	77.23	585	42.73	585.37	12	18.17	1125.20	0	48.55	837.77	9.7	35.08	35.08	0	48.4	0	143.06	1279.63	64.4	59.7	0	96.7	1149.98	973.6
04/13/2018	77.14	584.95	42.56	585.35	12	18.04	1125.20	0	48.6	837.84	9.73	34.73	34.73	0	48.4	0	142.46	1279.31	64.7	59.9	0	96.79	1150.04	964.5
04/12/2018	77.08	584.9	42.54	585.4	12	17.84	1125.48	0	48.62	837.88	9.74	34.54	34.54	0	48.3	0	142.24	1279.18	64.7	59.8	0	96.89	1150.10	959.8
04/11/2018	77	584.78	42.6	585.56	11	17.84	1125.48	0	48.69	837.97	9.76	34.41	34.41	0	48.3	0	142.19	1279.16	64.7	59.9	0	97.08	1150.22	959
04/10/2018	76.79	584.63	42.76	585.71	11	17.9	1125.48	0	48.5	837.69	9.79	34.29	34.29	0	48.3	0	142.15	1279.13	63.5	57.4	0	97.5	1150.48	964
04/09/2018	76.57	584.52	42.91	585.77	11	17.97	1125.54	0	48.36	837.49	9.82	34.18	34.18	0	48.2	0	141.61	1278.85	64.7	59.5	0	97.97	1150.77	965.7
04/08/2018	76.4	584.38	42.96	585.8	11	18.04	1125.54	0	48.13	837.14	9.84	34.27	34.27	0	48.3	0	141.59	1278.84	64.6	59.5	0	98.29	1150.96	966.2
04/07/2018	76.15	584.23	43	585.75	11	18.13	1125.54	0	48.15	837.18	9.83	34.13	34.13	0	48.2	0	141.43	1278.75	64.6	59.4	0	98.56	1151.14	966.4
04/06/2018	75.9	584.02	42.94	585.59	10	18.25	1125.54	0	48.15	837.18	9.86	33.97	33.97	0	46.6	0	140.78	1278.4	65.2	25.6	0	98.59	1151.16	967.1
04/05/2018	75.57	583.86	42.79	585.46	11	18.29	1125.54	0	48.11	837.11	9.86	33.75	33.75	0	48.2	0	139.93	1277.94	65.3	0.0	0	98.42	1151.05	966.5
04/04/2018	75.31	583.73	42.65	585.28	11	18.52	1125.54	0	47.97	836.91	9.87	33.5	33.5	0	48.2	0	138.98	1277.42	65.1	0.0	0	98.13	1150.88	963.4
04/03/2018	75.11	583.52	42.47	585.21	11	18.2	1125.54	0	47.74	836.56	9.83	33.13	33.13	0	48.1	0	137.97	1276.85	65	0.0	0	97.43	1150.43	657
04/02/2018	74.74	583.43	42.41	585	11	17.93	1114.46	0	47.64	836.41	9.84	33.03	33.03	0	48.1	0	137.16	1276.39	64.9	0.0	0	96.42	1149.80	352.9
04/01/2018	74.61	583.36	42.2	584.67	11	17.41	1114.46	0	47.55	836.28	9.83	33.03	33.03	0	48	0	136.32	1275.92	64.8	0.0	0	95.28	1149.05	242.7
03/31/2018	74.51	583.31	41.89	584.27	11	16.65	1114.46	0	47.64	836.42	9.85	32.82	32.82	0	48	0	135.36	1275.38	64.7	0.0	0	93.77	1148.06	243.4
03/30/2018	74.42	583.33	41.52	583.89	11	15.66	1114.46	0	47.74	836.56	9.85	32.58	32.58	0	48.2	0	134.18	1274.72	69.3	22.0	0	91.96	1146.87	584.3
03/29/2018	74.46	583.36	41.16	583.84	11	14.13	1114.46	0	47.8	836.66	9.84	32.27	32.27	0	48.1	0	132.63	1273.85	74.6	74.9	0	89.94	1145.54	793.5
03/28/2018	74.51	583.4	41.12	583.87	10	13.8	1114.46	0	47.7	836.51	9.84	32.15	32.15	0	48.1	0	132.29	1273.67	74.6	74.9	0	89.99	1145.56	795
03/27/2018	74.56	583.43	41.14	583.91	11	13.9	1114.46	0	47.7	836.5	9.84	32.12	32.12	0	48	0	132.57	1273.82	74.5	75.0	0.1	90.52	1145.92	615.1
03/26/2018	74.63	583.47	41.19	583.98	12	14.1	1114.46	0	47.65	836.43	9.85	32.05	32.05	0	47.8	0	132.79	1273.94	71.3	78.0	0	90.93	1146.19	352.2
03/25/2018	74.69	583.52	41.26	584.06	12	14.35	1118.77	0	47.72	836.53	9.89	32.01	32.01	0	48	0	133.13	1274.13	54.2	97.3	0	91.17	1146.35	356.2
03/24/2018	74.77	583.55	41.33	584.15	12	14.57	1118.77	0	47.68	836.48	9.92	31.95	31.95	0	48	0	133.45	1274.3	52.8	97.3	0	91.4	1146.50	352.7
03/23/2018	74.81	583.56	41.42	584.26	13	14.8	1118.77	0	47.68	836.48	9.93	31.91	31.91	0	48	0	133.82	1274.52	52.8	97.2	0	91.66	1146.67	288
03/22/2018	74.84	583.58	41.51	584.39	13	15.03	1118.77	0	47.6	836.36	9.75	31.91	31.91	0	48	0	134.09	1274.67	52.9	96.5	0	91.78	1146.75	197.8
03/21/2018	74.86	583.64	41.63	584.48	13	15.27	1118.77	0	47.48	836.17	9.79	32.12	32.12	0	48.1	0	134.4	1274.84	52.9	96.5	0	91.68	1146.68	197.4
03/20/2018	74.97	583.65	41.72	584.56	12	15.51	1118.77	0	47.5	836.21	9.82	32.28	32.28	0	56.6	0	134.65	1274.98	69.6	96.6	0	91.57	1146.61	160.4
03/19/2018	74.98	583.68	41.79	584.64	12	15.75	1118.90	0	47.58	836.33	9.81	32.44	32.44	0	70.7	0	134.97	1275.16	97.3	96.6	0	91.4	1146.50	113.5
03/18/2018	75.03	583.7	41.86	584.73	12	16	1119.69	0.7	47.54	836.27	9.79	32.66	32.66	0	70.7	0	135.25	1275.32	97.3	96.7	0	91.17	1146.35	113.5
03/17/2018	75.06	583.7	41.95	584.8	12	16.22	1120.37	0	47.52	836.24	9.79	32.88	32.88	0	70.6	0	135.56	1275.49	96.7	96.7	0	90.93	1146.19	112.7
03/16/2018	75.07	583.71	42.01	584.89	13	16.44	1121.02	0	47.5	836.2	9.76	33.09	33.09	0	70.7	0	135.79	1275.62	96.7	96.7	0	90.67	1146.02	114
03/15/2018	75.08	583.73	42.1	584.93	13	16.65	1121.64	0	47.44	836.11	9.67	33.3	33.3	0	70.8	0	136.06	1275.77	96.7	96.8	0	90.38	1145.83	113.4
03/14/2018	75.11	583.88	42.14	584.64	54	16.83	1122.16	0	47.47	836.16	9.63	33.51	33.51	0	70.9	0	136.18	1275.84	96.8	96.8	0	90.05	1145.61	112.6
03/13/2018	75.35	584.06	41.87	584.39	257	17	1122.65	0	47.58	836.33	9.66	33.71	33.71	0	70.9	0	136.22	1275.87	96.8	96.8	0	89.65	1145.35	183.8
03/12/2018	75.65	584.22	41.63	584.32	586	17.14	1123.14	0	47.7	836.51	9.69	33.9	33.9	60.8	67.5	0	136.18	1275.84	226.9	224.8	0	89.35	1145.15	961.4
03/11/2018	75.9	584.39	41.57	584.61	586	17.3	1123.62	0	47.75	836.58	9.68	34.07	34.07	60.9	62.1	0	136.22	1275.86	226.8	224.9	0	89.5	1145.24	961.6
03/10/2018	76.17	584.57	41.85	584.87	584	17.46	1124.09	0	47.79	836.63	9.68	34.29	34.29	58.3	59.5	0	136.41	1275.97	217.4	215.5	0	89.94	1145.54	921.6
03/09/2018	76.45	584.73	42.09	585.1	584	17.59	1124.41	0	47.8	836.68	9.69	34.5	34.5	60.9	62.1	0	136.63	1276.09	226.8	224.8	0	90.32	1145.79	910.4
03/08/2018	76.72	584.9	42.3	585.29	588	17.69	1124.76	0	47.62	836.38	9.66	34.75	34.75	60.8	62.2	0	136.72	1276.14	226.8	224.9	0	90.69	1146.03	966.6
03/07/2018	77	585.04	42.49	585.38	588	17.76	1124.94	0.6	47.62	836.39	9.66	34.99	34.99	60.9	62.1	0	136.68	1276.12	226.8	224.9	0	90.98	1146.22	966.5
03/06/2018	77.21	585.1	42.58	585.62	587	17.83	1125.09	0.6	47.75	836.55	9.7	35.2	35.2	60.8	61.6	0	136.63	1276.09	226.9	224.9	0	91.22	1146.38	966.4
03/05/2018	77.32	585.04	42.82	586.11	589	17.95	1125.45	1	47.79	836.64	9.71	35.41	35.41	60.9	61.7	0	136.45	1275.99	226.9	225.0	0	91.42	1146.51	964.6
03/04/2018	77.22	584.87	43.32	586.66	590	18.26	1126.32	1	47.93	836.85	9.68	35.59	35.59	61.1	61.7	0	136.27	1275.89	226.8	225.1	0	91.6	1146.63	965.9
03/03/2018	76.93	584.61	43.86	587.24	594	18.26	1126.32	1.3	48.26	837.34	9.7	35.61	35.61	60.9	61.8	0	136.09	1275.79	226.8	225.1	0	91.71	1146.70	961.1
03/02/2018	76.53	584.19	44.46	587.51	594	18.26	1126.32	0.5	48.54	837.76	9.71	35.66	35.66	60.8	61.8	0	135.79	1275.62	226.9	225.1	0	91.66	1146.67	968.3
03/01/2018	75.83	583.75	44.67	588.15	590	18.26	1126.30	0.7	48.54	837.76	9.7	35.68	35.68	60.9	62	0	135.16	1275.27	226.8	224.8	0	91.37	1146.48	970
02/28/2018	75.14	583.37	45.34	588.85	531	18.29	1126.39	0.4	48.73	838.04	9.71	35.57	35.57	60.7	62	0	134.5	1274.91	227	224.8	0	91.04	1146.26	969.8
02/27/2018	74.52	583.15	46.03	588.89	354	18.32	1126.49	0.7	48.85	838.22	9.73	35.42	35.42	60.9	62	0	134.04	1274.62	226.8	224.9	0	90.69	1146.03	966.3
02/26/2018	74.17	582.95	46.07	588.73	349	18.4	1126.74	1	48.94	838.35	9.73	35.19	35.19	60.9	62.2	0	133.27	1274.21	226.9	224.8	0	90.09	1145.64	939.7
02/25/2018	73.84	582.79	45.92	587.99	301	18.57	1127.14	1.2	49.2	838.73	9.71	34.87	34.87	60.9	62.1	0	132.29	1273.66	205.4	162.3	0	89.08	1144.97	744.3
02/24/2018	73.59	582.64	45.17	587.75	299	18.41	1126.70	1	49.02	838.47	9.72	34.23	34.23	60.7	62	0	130.77	1272.8	142.6	97.3	0	87.31	1143.75	500
02/23/2018	73.36	582.5	44.94	587.68	293	18.37	1126.55	0.9	49.03	838.49	9.72	33.9	33.9	60.7	61.9	0	129.68	1272.17	75.7	54.1	0	85.87	1142.75	260.6
02/22/2018	73.14	582.39	44.86	587.63	236	18.27	1126.31	0.6	48.88	838.27	9.7	33.87	33.87	60.9	61.8	0	128.72	1271.61	65.4	0.0	0	84.51	1141.82	115.9
02/21/2018	72.94	582.11	44.81	587.7	13	18.29	1126.38	0.1	48.46	837.64	9.66	33.81	33.81	56.5	62.3	0	128.13	1271.28	65.3	0.0	0	82.89	1140.69	114.5
02/20/2018	72.49	581.82	44.87	587.71	13	18.25	1126.80	55	48.02	836.98	9.67	33.6	33.6	0	71	0	127.39	1270.78	65.2	0.0	0	81.33	1139.59	117.9
02/19/2018	72.03	581.5	44.91	587.74	13	18.11	1126.14	159.8	47.54	836.28	9.67	33.41	33.41	0	71.1	0	126.41	1270.28	65	0.0	0	79.52	1138.28	114.1
02/18/2018	71.51	581.2	44.93	587.85	12	18.02	1125.89	158.7	47.36	835.99	9.67	33.18	33.18	0	71.1	0	125.68	1269.85	65	0.0	0	78.47	1137.52	114
02/17/2018	71.01	580.84	45.07	587.92	13	18.06	1125.98	161.2	47.3	835.91	9.67	33.04	33.04	0	71	0	125.18	1269.56	65	0.0	0	75.18	1135.14	113.8
02/16/2018	70.43	580.48	45.1	587.85	20	18.03	1125.84	184.7	47.23	835.8	9.67	32.82	32.82	0	70.9	0	124	1268.87	64.9	0.0	0	75.18	1135.14	113.5
02/15/2018	69.86	580.13	45.05	587.83	20	17.66	1125.28	206	47.13	835.67	9.65	32.51	32.51	0	70.7	0	123.51	1268.59	64.7	0.0	0	74.97	1134.99	112.7
02/14/2018	69.27	579.74	45.03	588.05	19	17.33	1124.13	267.8	46.87	835.27	9.68	32.56	32.56	0	70.7	0	122.75	1268.15	64.7	0.0	0	74.19	1134.41	110.1
02/13/2018	68.68	579.34	45.24	588.16	19	17.18	1123.20	324.2	46.97	835.41	9.71	32.74	32.74	0	70.8	0	122.26	1267.86	64.7	0.0	0	73.86	1134.16	113
02/12/2018	68.06	578.91	45.35	588.18	20	17.03	1122.77	323.7	47.04	835.52	9.7	32.9	32.9	0	70.9	0	121.73	1267.54	64.6	0.0	0	73.48	1133.86	112.9
